Id,SalePrice
1461,1211303.970159209
1462,5.2269313407495336e+16
1463,1678238662.6448498
1464,1808775.4195230117
1465,192672022.06641045
1466,109478.93303756998
1467,3769482.0397725385
1468,287625.4744136921
1469,16762118.563013343
1470,2231851.2400491885
1471,6371478.02084912
1472,148331.0235865943
1473,862190.3540160464
1474,375461.4173182842
1475,7282.145894893202
1476,760283.2378129552
1477,2092006606.5440865
1478,363033.36183528655
1479,20266612748.895443
1480,23082.339832439295
1481,4464923.262904291
1482,6209920.31389481
1483,2033.6230230245121
1484,139876.21470266973
1485,75474.44227467301
1486,540164.9526118414
1487,136164921302.72655
1488,23338841.196997482
1489,17628745.07978455
1490,9858809.830619942
1491,95286.23238462751
1492,48466456.68793438
1493,22552927.975793626
1494,371.2253302144252
1495,1291612.2155604535
1496,692284042.5857716
1497,428600.83922840894
1498,204622.04310033115
1499,3821995.081759152
1500,1556323.1669418162
1501,76.38530034087596
1502,7675632.596861412
1503,201317793466.8087
1504,2843940.673197929
1505,531015.0731092466
1506,3380079.461409693
1507,63247753.97209885
1508,20902653.82544188
1509,1765226.2898442359
1510,1013094.2179761999
1511,61714899.873795554
1512,15812.78450511705
1513,353074.7507867677
1514,287.41573447193855
1515,1031799.6759680599
1516,551579.9350961895
1517,443890.3033128473
1518,19041450.714988388
1519,10220.633224728303
1520,17030.255281585203
1521,1297842.748504717
1522,10268.324658077234
1523,40677.95912011752
1524,80144.13883130268
1525,4669463.640412731
1526,273.27230783107484
1527,1020107242.338
1528,54563.03479989533
1529,27193.178651920203
1530,6139.1694139548445
1531,1815.5614151671768
1532,294664.0454548343
1533,7969.559877181975
1534,396135.8150410428
1535,85559191.93522964
1536,42425050.71305748
1537,3275582092.89212
1538,1775443.999007978
1539,1158851323.7087293
1540,944088.7662586442
1541,80891714.99970318
1542,1375956.9271725088
1543,2627737.9794075517
1544,819515.9308384125
1545,2708698.785632304
1546,35788628.630874835
1547,3090.9852572408886
1548,295096.0000007312
1549,37911664.68621362
1550,1616523.0679340514
1551,1743594.5740359037
1552,271055791.92219615
1553,8267383.792522525
1554,19175.84380603899
1555,194237.99189886567
1556,3654514.3279839177
1557,13840814.09424832
1558,2785465.0659872214
1559,730739.6505347008
1560,111967162.33710128
1561,559114.7438480806
1562,17562.642427152234
1563,305456.2883911377
1564,68768413.89716034
1565,28252.372907113484
1566,11.35581469342361
1567,29760441.694642536
1568,2958722583.249871
1569,8154568023.233085
1570,199034.15071231854
1571,103088.9199358369
1572,2256893.6757144425
1573,-0.719326176050893
1574,318268932.95454013
1575,12091668.077619955
1576,20863054982.3597
1577,4843176.952784149
1578,103414728.86716978
1579,113897.99887910168
1580,4952292.717140661
1581,51.69107402224343
1582,6845625.118152769
1583,469732.27423760085
1584,3671845.457544606
1585,98760366.11688615
1586,889.0663453180687
1587,8041715.875564331
1588,14567042.375121824
1589,27019620.933917146
1590,3975489.456637573
1591,20859.882368853254
1592,3115898.0076000835
1593,1772699.7576417192
1594,5635086.532965123
1595,1447.7448983459901
1596,562.9403817162394
1597,30886817.732823905
1598,2959.155765740838
1599,11994458.203055127
1600,4835903.168837115
1601,663.5570392252948
1602,23323132.581858777
1603,43563293.9313857
1604,343645.1794363368
1605,48248138.6422743
1606,10180612.829561286
1607,34432152217.31105
1608,1778394623.9347916
1609,34466266.09047438
1610,221542.5370996108
1611,17602.67020721187
1612,69537640.54756467
1613,1798887654.0870602
1614,2928.9996084004338
1615,448722.8828316719
1616,171524.03512317955
1617,2242863.3009043373
1618,1539452.0543150106
1619,115.37278989732695
1620,15060757.577419559
1621,61538584.46756706
1622,11440543.086379614
1623,687893.0015536416
1624,10656761100.933374
1625,7.38375616175826
1626,41024.269036991274
1627,5000629.57442491
1628,3359633.6682006055
1629,5153721.150308314
1630,1129078255.613119
1631,5857182.847116439
1632,3221814.2889415394
1633,965105.7644386223
1634,1337630.3790087954
1635,3663810.751348929
1636,562079.7847473072
1637,292910.6940897678
1638,12119.05140383099
1639,4539974.089598419
1640,28815.91343535162
1641,3735688.1791958003
1642,7869796.583778079
1643,1325566.2966905301
1644,229409.5321776385
1645,213.4538243878618
1646,6040620.64862251
1647,266442520.1714229
1648,1225082.3023291575
1649,224842.35030249975
1650,9902758.869024448
1651,57517809.7139015
1652,461331.32088913856
1653,708063.9726148357
1654,2752233.746485408
1655,68037.73216873582
1656,832707.2832778658
1657,2482642.4113085642
1658,3139929.031985803
1659,23838.557565191335
1660,5923106.564997447
1661,1426.0107279953015
1662,87896102.32364884
1663,803026.8511564987
1664,152750.0033358296
1665,29845310.441197097
1666,1357786.9885186446
1667,9583771358325.15
1668,1238850.7628318868
1669,19557507.90348962
1670,8302264607.535339
1671,10659081.596126325
1672,9178140.410529232
1673,84747.52158175237
1674,4933568.941515681
1675,1475782.386555389
1676,42099874.593644775
1677,9672310.06381937
1678,536604.7396627986
1679,2781398330.1632295
1680,606009.4098851001
1681,34920133.56519091
1682,1121756.8525810945
1683,33657.495413691315
1684,365515.8747801143
1685,179343.02312922347
1686,68413.55241393516
1687,329525.1384303581
1688,175588.78734524766
1689,50954.59423940107
1690,3419140.111433029
1691,2990882.5600230223
1692,181373573.9536171
1693,540936.6715194071
1694,3498363.893087175
1695,4660028.058543286
1696,20369037175.26968
1697,3979457.159294443
1698,4486255.965100823
1699,97.19479041083079
1700,3017996.3094074274
1701,22234.559184103113
1702,203704538.79138896
1703,5070521.124152456
1704,4105614.270343965
1705,25716.01670152075
1706,2192443.662301417
1707,774696.1006782879
1708,2911965.932336509
1709,8243833034.7412815
1710,1268119.2279775634
1711,21375746.926025957
1712,4031302.9750988707
1713,288965320.90927136
1714,77822.70141465752
1715,18679924.008007556
1716,20819732.470455904
1717,771004.9680118005
1718,7306.698737083124
1719,138316.4903393192
1720,13621.093563480694
1721,239751278.82139236
1722,1625.6757352221857
1723,41915.36755959316
1724,20764806.022502393
1725,3585087.576775461
1726,125553.91891935571
1727,52571422.891454436
1728,4680.992087796689
1729,503090.6510326975
1730,276864625.1263922
1731,1907.9778035854429
1732,952750682.6835209
1733,170134.0416025474
1734,863608.2549503557
1735,1068953.5342726037
1736,168.91701537820003
1737,475248856.9849971
1738,220307.04680832016
1739,29798497.577307764
1740,5741.260213262184
1741,4543374.143385588
1742,2871.4638767863717
1743,99729.5375434786
1744,8120524.5557246255
1745,44926737783740.22
1746,2652867.3277341025
1747,244090891.40632313
1748,969668.8038197721
1749,21008.46378217116
1750,75353.1832081976
1751,43975.011642176505
1752,838072.179911359
1753,3679490.7130004033
1754,21184.17046004484
1755,-0.22973712940857755
1756,172164.00210900654
1757,1047329.779900239
1758,103561585.51231977
1759,16710946.987958822
1760,3410.592347479496
1761,1794057.6896257987
1762,383322461.18629354
1763,24427705.574487835
1764,1974483.9512352329
1765,26880216.599964794
1766,3758802.490839074
1767,5138.323734864268
1768,28262.02069073217
1769,4287740108.235304
1770,1141952.2947204998
1771,245447.61468941448
1772,2765.94725121649
1773,26689.89130928786
1774,547428.9608649949
1775,396796.3564215026
1776,46.414121077020724
1777,41127.296267961035
1778,566319.1671427778
1779,208763287.7536314
1780,239474321.61205095
1781,733221.9931248508
1782,4451925.25764085
1783,80813220.1585579
1784,17755423.17238172
1785,14455583.075886166
1786,313142250.0119243
1787,3371370856.951991
1788,3097248.1195645975
1789,4107141.568088747
1790,47940.90512066344
1791,18230610.15720491
1792,59205.56151084298
1793,777230.657673485
1794,163826118.66223845
1795,2216018.709138205
1796,38316875.0759614
1797,394155991.50104606
1798,342985.1174645985
1799,317512.5689111995
1800,16603814.082155436
1801,405094.6883915899
1802,10120170.03564815
1803,91858.07981285639
1804,51682689.0754737
1805,391683.8842432072
1806,327165.3603267376
1807,11531108.121574903
1808,2244.054382016949
1809,236846.70415287337
1810,1952536.021242651
1811,2565415.2442463106
1812,169153.78298170352
1813,646284.6379575817
1814,4040844.8920415523
1815,7286586249.3375025
1816,14458092.33094962
1817,52414831.11115103
1818,1668971.5152965998
1819,125756.20028265296
1820,7779.02123274626
1821,6282312.0263243355
1822,55694182.62776483
1823,18097.288499133894
1824,53642.559357040074
1825,3232857.526175502
1826,800105.9511448097
1827,1540521.2290416006
1828,33926.91766846911
1829,37385230227.16847
1830,34142974.541900516
1831,20601.239445474977
1832,13702.21638142682
1833,12549195.028728899
1834,72885942.30719028
1835,175195804.49158198
1836,5471681.229088174
1837,717142.5242836584
1838,10532388.105821332
1839,161948681.70380896
1840,16.000445597985227
1841,3367.1565545986755
1842,97682.6578498642
1843,745002294.5885624
1844,791024977.1316018
1845,3811871482.1026325
1846,47.9616794926662
1847,46424214.024359316
1848,62.123128657504196
1849,-0.7694184237001038
1850,4947237.099972996
1851,183842.5635720308
1852,40972.031662249545
1853,4018363.8032691116
1854,41534544.329777494
1855,4.351336531939868
1856,2683355.3171472005
1857,134119.34936974928
1858,18834830781.547775
1859,3364561540.401599
1860,19080970.081000336
1861,3596212786.686768
1862,1188441182.7175283
1863,9366285795.986647
1864,10044093118.105507
1865,114978422.92242455
1866,746814.1087407212
1867,112473588.11749467
1868,361106.94905164116
1869,3220708.3563007456
