Id,SalePrice
1461,120058.248
1462,161252.8753
1463,179749.4221
1464,194665.8523
1465,211123.1577
1466,190426.7808
1467,200667.1368
1468,176792.1388
1469,208001.08
1470,117034.277
1471,218166.5792
1472,129391.9677
1473,106853.4227
1474,163655.0973
1475,123771.3207
1476,332515.8937
1477,262201.0565
1478,297948.9839
1479,272657.3412
1480,412342.4471
1481,287530.944
1482,237660.7225
1483,179387.739
1484,176930.0868
1485,199239.5984
1486,212305.929
1487,286581.8832
1488,250898.969
1489,201252.8802
1490,236415.3933
1491,215125.1378
1492,99642.89433
1493,205210.3473
1494,299840.4329
1495,278817.9686
1496,235278.0004
1497,189695.4022
1498,175138.5293
1499,192520.0166
1500,166126.5351
1501,224593.3351
1502,176352.7726
1503,275919.1654
1504,254534.049
1505,228929.3327
1506,195325.6783
1507,254504.1676
1508,219606.0422
1509,163998.8768
1510,149119.6162
1511,161439.891
1512,179079.7972
1513,164730.4778
1514,173458.4857
1515,198349.8929
1516,202261.0152
1517,164188.5583
1518,148445.6965
1519,242429.4365
1520,132090.8029
1521,129440.3557
1522,213483.6292
1523,98703.20192
1524,98173.41249
1525,113097.3098
1526,105647.744
1527,91788.49516
1528,161078.0426
1529,141263.434
1530,231487.3021
1531,149125.6788
1532,104040.6793
1533,159290.6394
1534,163123.899
1535,167408.9503
1536,112692.4077
1537,34415.28033
1538,173059.0997
1539,238498.064
1540,156058.8852
1541,135970.721
1542,174836.1485
1543,182201.8444
1544,70021.8611
1545,118085.9814
1546,149455.7787
1547,150545.6449
1548,143011.5359
1549,127421.3175
1550,140220.6152
1551,130567.1699
1552,157774.9838
1553,174930.1864
1554,132226.7551
1555,157535.7674
1556,75059.72702
1557,128413.9603
1558,120624.502
1559,86932.09696
1560,155062.6593
1561,204628.0028
1562,122664.3803
1563,129026.5509
1564,156345.5475
1565,165156.2461
1566,252136.0127
1567,77085.46209
1568,236416.8686
1569,131599.9531
1570,133239.7059
1571,100366.19
1572,134181.7484
1573,246927.1885
1574,110233.3683
1575,245667.9656
1576,251277.2573
1577,202424.2086
1578,171417.563
1579,140702.2524
1580,213917.6846
1581,131700.8744
1582,114855.0835
1583,306655.6151
1584,232581.4948
1585,163188.0329
1586,56605.22608
1587,88834.81439
1588,131625.1498
1589,81221.97723
1590,123687.1548
1591,60611.88689
1592,110951.042
1593,144262.6289
1594,196484.0453
1595,136588.1233
1596,227724.7643
1597,199902.6588
1598,193180.4577
1599,207586.2905
1600,202671.167
1601,17349.38339
1602,129073.7449
1603,48503.0588
1604,290901.4217
1605,267697.6187
1606,167568.9437
1607,192589.083
1608,236451.4864
1609,205900.0115
1610,169010.3742
1611,147853.1388
1612,167450.2951
1613,169024.9997
1614,149893.5636
1615,73763.73178
1616,64485.66391
1617,77746.21352
1618,110647.4909
1619,147370.6059
1620,199048.5329
1621,144807.7921
1622,167817.5219
1623,294318.2509
1624,217917.2022
1625,118477.9253
1626,199340.3602
1627,203419.6274
1628,278495.6251
1629,190780.7301
1630,319414.6404
1631,230837.1268
1632,246497.7921
1633,194232.2948
1634,192140.3785
1635,192109.7307
1636,153275.9593
1637,193475.9919
1638,207821.4628
1639,193904.3635
1640,254314.4662
1641,202059.1259
1642,234788.483
1643,241927.5243
1644,249872.2241
1645,227701.9059
1646,178922.574
1647,179229.483
1648,135645.9266
1649,118376.6603
1650,93536.74195
1651,108919.3103
1652,126554.3605
1653,125493.9125
1654,167350.2518
1655,165507.5682
1656,158568.528
1657,169460.8075
1658,161929.1505
1659,139385.4329
1660,147048.4453
1661,404115.6663
1662,331362.2346
1663,342385.1913
1664,415010.8219
1665,297602.9344
1666,300961.687
1667,313149.5912
1668,325266.5786
1669,298557.2484
1670,321143.4238
1671,268805.1961
1672,380578.5891
1673,306499.2252
1674,264410.1651
1675,215485.2333
1676,215719.0369
1677,244400.5054
1678,419382.9521
1679,329784.4941
1680,295587.5841
1681,265313.2182
1682,297216.9712
1683,216412.4056
1684,207184.0634
1685,180392.1289
1686,174584.2461
1687,180528.1934
1688,203961.2143
1689,209259.22
1690,218014.9277
1691,207262.4899
1692,281853.5994
1693,190833.9958
1694,190715.885
1695,187175.4081
1696,272143.1574
1697,185544.8007
1698,322098.6031
1699,307974.8193
1700,245645.5119
1701,273295.6647
1702,267896.3304
1703,257031.3099
1704,294363.5948
1705,262544.6463
1706,347314.578
1707,223036.4874
1708,217580.5537
1709,284999.2406
1710,244683.4934
1711,293799.5098
1712,259035.3318
1713,269942.6484
1714,231150.7108
1715,212433.6997
1716,188212.6985
1717,190529.7246
1718,136903.5604
1719,229860.9598
1720,318475.0323
1721,189877.1712
1722,126405.8149
1723,166710.9278
1724,219858.9327
1725,233381.3298
1726,198292.8141
1727,170493.6379
1728,209667.8622
1729,167217.3385
1730,193139.9407
1731,134637.1215
1732,118021.6395
1733,114293.7101
1734,118196.4231
1735,129638.2582
1736,102857.7886
1737,260507.2161
1738,244459.7322
1739,272627.1533
1740,227205.0135
1741,218485.5175
1742,189504.6423
1743,206054.8556
1744,289220.5827
1745,224839.6796
1746,230482.4935
1747,228865.043
1748,229841.2489
1749,155766.946
1750,132869.6911
1751,262331.1303
1752,112540.6078
1753,162796.1333
1754,223556.9932
1755,178242.1703
1756,114098.6166
1757,101541.9756
1758,136237.5773
1759,142588.5017
1760,175076.3476
1761,174365.0078
1762,173105.8632
1763,164862.2208
1764,114303.1291
1765,196549.3252
