Id,SalePrice
1461,119927.8009
1462,161299.075
1463,179833.938
1464,194697.2374
1465,211070.1854
1466,190401.8954
1467,200627.4414
1468,176724.8674
1469,208050.8449
1470,116904.74
1471,218243.6012
1472,129191.0879
1473,106637.1404
1474,163634.9375
1475,123544.8769
1476,332707.2238
1477,262307.3858
1478,298136.2399
1479,272874.3489
1480,412910.5283
1481,287842.8572
1482,237689.7817
1483,179423.0901
1484,176853.4021
1485,199144.0339
1486,212291.8253
1487,286961.3065
1488,251073.5551
1489,201252.7799
1490,236454.9454
1491,215050.5732
1492,99505.49501
1493,205295.2332
1494,299950.7591
1495,279065.5752
1496,235374.7615
1497,189731.8814
1498,175005.3993
1499,192353.9176
1500,166005.5882
1501,224545.73
1502,176150.5727
1503,275951.3884
1504,254543.7661
1505,229024.596
1506,195551.317
1507,254743.7634
1508,219771.4338
1509,163955.4006
1510,149093.0025
1511,161404.0341
1512,179157.2571
1513,164730.3083
1514,173554.005
1515,198653.4396
1516,202172.171
1517,164201.0824
1518,148594.3717
1519,242523.3944
1520,132001.2303
1521,129397.5253
1522,213592.0371
1523,98606.1254
1524,98090.81189
1525,112919.3809
1526,105514.9667
1527,91637.68608
1528,160899.0096
1529,141227.5238
1530,231433.9048
1531,149143.7192
1532,103778.147
1533,159148.505
1534,162930.2376
1535,167299.1191
1536,112495.285
1537,34299.70182
1538,172910.5031
1539,238450.8111
1540,155870.3984
1541,135914.1796
1542,174700.215
1543,182286.6199
1544,69812.11369
1545,117776.9176
1546,149295.6043
1547,150500.5634
1548,142872.0429
1549,127123.4588
1550,140203.3548
1551,130416.3402
1552,157733.8451
1553,174729.0716
1554,132003.4139
1555,157722.9243
1556,74851.47105
1557,128174.6176
1558,120205.3246
1559,86799.97411
1560,154983.9281
1561,204499.5418
1562,122493.134
1563,128847.7188
1564,156482.2437
1565,164992.9058
1566,252277.4316
1567,76836.71649
1568,236524.1262
1569,131631.6126
1570,133045.8346
1571,101580.334
1572,134178.9739
1573,247082.455
1574,110313.172
1575,245641.7767
1576,251325.6695
1577,202402.5205
1578,171222.1372
1579,140572.5585
1580,213897.7802
1581,131616.6439
1582,114674.4284
1583,307015.8053
1584,232686.3931
1585,162986.2628
1586,56284.59388
1587,88616.72866
1588,131594.9392
1589,81075.30184
1590,123670.7227
1591,60414.77893
1592,110932.5044
1593,144045.2034
1594,196284.7421
1595,136349.3535
1596,227773.8834
1597,199995.9622
1598,193205.8613
1599,207410.9857
1600,202584.8617
1601,17055.60577
1602,128817.5831
1603,48414.33724
1604,290983.1623
1605,267732.4931
1606,167677.3237
1607,192980.716
1608,236471.0184
1609,205827.1099
1610,168873.0432
1611,147808.8676
1612,167532.7872
1613,169141.1502
1614,149663.1057
1615,73569.13426
1616,64288.1127
1617,77594.53742
1618,110473.3577
1619,147144.7552
1620,199357.651
1621,144696.7108
1622,167626.2543
1623,294431.2697
1624,218005.7809
1625,118301.4423
1626,199441.3829
1627,203443.2579
1628,278593.5074
1629,190773.0933
1630,319893.4306
1631,230901.0277
1632,246651.6503
1633,194144.6189
1634,192150.7545
1635,192029.7722
1636,153286.8536
1637,193614.7223
1638,207950.5653
1639,194091.5549
1640,254585.6582
1641,202237.6156
1642,234829.8299
1643,241981.1029
1644,249869.6748
1645,227809.9861
1646,178882.7488
1647,179229.4061
1648,135596.5075
1649,118283.1403
1650,93351.3646
1651,108764.9568
1652,126334.9594
1653,125252.8087
1654,167302.6487
1655,165397.7857
1656,158536.0956
1657,169410.2546
1658,161904.2811
1659,139152.3096
1660,147076.0928
1661,404543.1502
1662,331594.2821
1663,342713.6138
1664,415671.6737
1665,297801.2944
1666,301221.2732
1667,313414.7697
1668,325445.9691
1669,298612.906
1670,321366.6005
1671,268999.4493
1672,381019.9546
1673,306629.7556
1674,264611.9555
1675,215554.1137
1676,215781.9608
1677,244422.1025
1678,419836.7671
1679,330185.254
1680,295873.3972
1681,265389.9643
1682,297362.8499
1683,216468.5709
1684,207059.7695
1685,180328.1227
1686,174597.9448
1687,180459.9083
1688,203953.3452
1689,209242.6176
1690,217898.5257
1691,207120.9866
1692,281868.7278
1693,190715.259
1694,190668.1025
1695,187081.5853
1696,272385.7208
1697,185455.2066
1698,322383.0192
